Id,SalePrice
1461,103262.33896016527
1462,147039.24161149852
1463,166157.07751587615
1464,177847.79641722242
1465,225727.95194303658
1466,168430.41069470192
1467,189525.67674803102
1468,159484.42444466997
1469,200288.16407244702
1470,116809.48822146983
1471,192568.91624005677
1472,91392.15839733739
1473,81043.11417677507
1474,142221.17654491944
1475,106003.84937536698
1476,347616.8443309825
1477,263657.1282550099
1478,299352.87702894065
1479,297287.188312305
1480,426578.7751946774
1481,301913.2561497474
1482,225831.80479853298
1483,174639.69488767965
1484,172437.06054461212
1485,201631.82252046425
1486,202524.51003365568
1487,325209.7460813972
1488,234787.50025265518
1489,201332.18199817915
1490,238222.72598427266
1491,208698.0439446034
1492,80593.43638071461
1493,206653.85661262856
1494,305399.5316596255
1495,288549.76300667436
1496,243901.94493642644
1497,170382.60797969383
1498,165669.85411390592
1499,167723.4326746447
1500,154712.80917026487
1501,185098.99656470248
1502,150461.19160664166
1503,283840.18993071176
1504,245172.86679168922
1505,228596.22272464726
1506,187383.0548463061
1507,243934.70945380855
1508,199459.8593276533
1509,156499.10848885513
1510,141992.26036622908
1511,154958.59308551587
1512,176501.0935439387
1513,157122.14389359576
1514,165187.38856227655
1515,197265.47622439876
1516,146787.05034814816
1517,159551.82754438138
1518,114649.54660877184
1519,224707.33426909623
1520,130922.0562940837
1521,119297.48031977504
1522,185387.2715646539
1523,95475.61611047623
1524,122594.43823297924
1525,102939.70856641179
1526,90985.97719603287
1527,97168.42255688824
1528,139827.7314826184
1529,145772.69290558368
1530,204223.8594286634
1531,141142.85578800627
1532,102955.7233196337
1533,161758.7979244741
1534,143202.05093133802
1535,144335.43631363005
1536,93207.84261768588
1537,59268.53202868733
1538,170362.86753626124
1539,221525.2244190687
1540,127859.64075800976
1541,136890.8984613143
1542,128610.92514214276
1543,199708.37419785297
1544,86859.09655206998
1545,128093.19490286033
1546,147339.5737879658
1547,130908.16364791374
1548,142587.2886743234
1549,119894.3162270463
1550,141134.69307190436
1551,122143.36046970724
1552,145268.17679848408
1553,164439.50330101527
1554,115596.53127439477
1555,149413.78327602055
1556,88598.78725486212
1557,101342.80082592474
1558,111485.69569537179
1559,93159.4866606483
1560,124616.58447421086
1561,140945.91660132585
1562,131491.2895989138
1563,117166.75928037005
1564,166198.99703543866
1565,137253.952375195
1566,244235.6295044247
1567,74893.85502971927
1568,241099.90022838654
1569,120180.73935538402
1570,143345.04161694107
1571,102566.73324298454
1572,144476.20061411292
1573,241600.01251325838
1574,125221.56969356738
1575,229368.66194230402
1576,253046.58939990736
1577,185428.4217429942
1578,152144.9805137827
1579,129020.1876624462
1580,195689.19081816956
1581,157433.2693708074
1582,135459.08910779865
1583,280398.4060181213
1584,228981.66400447878
1585,157257.7455495653
1586,37094.2172362652
1587,114627.2076401601
1588,158748.36745624657
1589,107633.40501043931
1590,131158.60033424298
1591,91955.00505858971
1592,112802.27804411197
1593,136393.40458530735
1594,154175.80817536858
1595,103971.03156404648
1596,229622.55933634285
1597,186753.79121383792
1598,209130.97483997446
1599,205151.4935685839
1600,197798.35051075314
1601,45385.54026129034
1602,133374.04751345035
1603,96771.32972963632
1604,257728.9483639078
1605,246207.9640197602
1606,162956.88493772346
1607,164611.98335037896
1608,216509.69159211355
1609,196467.75006151956
1610,152358.3321973391
1611,143070.18774408987
1612,181673.59140185293
1613,164831.89928450508
1614,129521.43859562356
1615,78593.86698664207
1616,55320.92705189909
1617,67135.34729512119
1618,111266.93041551071
1619,158822.58810948863
1620,165910.25468605652
1621,133996.68623747106
1622,149391.1454757016
1623,256732.1882044945
1624,216076.72366024525
1625,118271.81113083879
1626,177943.90363231185
1627,178110.46506752196
1628,270478.744648332
1629,178913.20171551392
1630,331654.57288231154
1631,223162.23210021612
1632,239371.63446163552
1633,186703.01899315798
1634,185610.8414789038
1635,184996.32395904625
1636,151480.32530722825
1637,184728.94949908974
1638,201543.96571696506
1639,174721.6219577771
1640,253642.35022767892
1641,176194.8329027035
1642,240163.42955508566
1643,219735.71956020046
1644,234077.52114410157
1645,230257.46276775477
1646,161743.60715724295
1647,152775.68845270452
1648,128712.43922240556
1649,140598.0135020801
1650,119810.35725435657
1651,115765.71518013622
1652,96317.07526487672
1653,95616.73567176297
1654,145093.2085858072
1655,138097.46247629222
1656,137648.72980349822
1657,146908.6750665713
1658,150394.6406769482
1659,111829.2772347631
1660,152940.51001519978
1661,388533.2331144804
1662,356141.2031873969
1663,361676.20900162926
1664,417991.78680365306
1665,315006.39505955414
1666,318810.9434575485
1667,350944.76729175664
1668,341754.4146579511
1669,310551.32197836833
1670,344616.47569622315
1671,279295.87042822817
1672,376065.1657375789
1673,299142.1031891037
1674,265223.0805801997
1675,217224.02560990458
1676,219563.42538581594
1677,225749.71126494373
1678,422558.86681666475
1679,344563.6939078694
1680,319276.2599051025
1681,273920.6052033254
1682,310229.9268051364
1683,204207.160150366
1684,177693.11541395495
1685,188121.48520784013
1686,175248.49623877884
1687,186466.3097912545
1688,194068.13296631907
1689,202797.55862070541
1690,209339.47812812045
1691,200066.83325549567
1692,263168.3077035361
1693,177258.80254214787
1694,177719.47803383524
1695,169401.22880125628
1696,266037.92040454724
1697,164870.33412273333
1698,330763.5041374756
1699,334944.26417448267
1700,264144.3546273047
1701,285306.2134527986
1702,232042.89734118283
1703,235505.16108211005
1704,274091.08500680455
1705,256398.80894084144
1706,329980.60740506096
1707,218977.83122540836
1708,211485.3449599452
1709,260541.40975776812
1710,221834.62037215426
1711,269186.47379964544
1712,253725.8750289551
1713,263028.9174442383
1714,223252.68133186325
1715,212860.18742578564
1716,186633.64873362804
1717,189261.13078487042
1718,144757.45854912425
1719,213319.32172306368
1720,238262.53725106653
1721,173705.3598303399
1722,126331.6546866902
1723,154396.6939135833
1724,214499.51370975256
1725,243947.92857165553
1726,189071.7807324994
1727,155910.15917427524
1728,184731.07080201854
1729,170575.71399101056
1730,172877.06464372194
1731,122154.06581741241
1732,115708.71233959254
1733,107713.65898365722
1734,109732.1343069957
1735,134485.5852428401
1736,89117.65550372434
1737,282772.3846131427
1738,261011.71767465642
1739,255708.75627132348
1740,203569.25335821387
1741,188068.4921807705
1742,170342.28210588326
1743,183253.4543940438
1744,301786.57032949
1745,231085.75771241923
1746,198959.07904222884
1747,218207.38027472037
1748,210826.26874252965
1749,146027.58676091736
1750,130891.89366825207
1751,254228.4425135264
1752,109549.37917824269
1753,150506.59032135434
1754,199298.94860184778
1755,169296.90767701907
1756,141286.0029143169
1757,112158.931641399
1758,150478.21844305412
1759,158096.98693796154
1760,172352.72987615585
1761,156487.31123827823
1762,178111.6675447455
1763,179297.08258477182
1764,108083.53482473252
1765,164473.71659343923
1766,186684.67375639477
1767,223962.87536081148
1768,144013.52582486486
1769,168248.03929226391
1770,170391.28975501278
1771,127080.32355844001
1772,130398.7573918979
1773,113637.48204956089
1774,140799.3344471371
1775,151746.50587967667
1776,134626.07901561627
1777,110996.97956754648
1778,152614.69708347088
1779,125183.83325048254
1780,167848.78607811633
1781,122362.40085398096
1782,61181.211078625136
1783,136074.05110407373
1784,106206.9435778096
1785,118752.09557613255
1786,139963.2354766883
1787,156554.21153592743
1788,63680.91262705963
1789,108235.53571901044
1790,45948.32418562398
1791,197152.85063529792
1792,152944.0116743274
1793,139613.1513372413
1794,181670.25325306677
1795,122062.02794516727
1796,158855.59106999382
1797,132278.98370862965
1798,128853.07303612397
1799,101761.9551225281
1800,143591.69037022063
1801,103102.30038185035
1802,137356.58033211087
1803,153819.31174986798
1804,141091.33410709264
1805,147402.96146199037
1806,137212.53972739505
1807,168597.38248127716
1808,134629.37663561123
1809,121038.12760586987
1810,144481.9344670737
1811,103698.81161766963
1812,119210.06199625536
1813,123274.56508125052
1814,96533.73220513925
1815,31981.22252282374
1816,110483.05013404367
1817,125331.23276894246
1818,153609.18693366984
1819,127924.73369289786
1820,58106.45139371424
1821,127140.88671452849
1822,155719.35351399425
1823,62294.617095331545
1824,147993.10704233503
1825,130592.67371557726
1826,96879.4870119761
1827,100834.16012149403
1828,137784.995430312
1829,158250.3199431448
1830,143228.60317875864
1831,150126.31537038344
1832,104752.40505397269
1833,142398.10154799416
1834,119024.6614433479
1835,97224.75568604007
1836,122482.7972987736
1837,104726.90753674618
1838,96669.05799138067
1839,113978.19657815734
1840,144918.4495109067
1841,129574.17087547829
1842,89380.15220843467
1843,130676.35869429559
1844,150749.36700837172
1845,138449.85511838133
1846,150022.13565967587
1847,162561.0903789595
1848,35217.857408462194
1849,123243.53328251906
1850,113234.81379792899
1851,149481.46197597636
1852,133130.46368769775
1853,124840.64464522342
1854,163768.42578218406
1855,159888.9013539245
1856,223630.0748727028
1857,130300.39352852314
1858,144084.08585991524
1859,124525.60356635717
1860,164469.85693873622
1861,123595.28481629444
1862,300605.8366658038
1863,288172.3794868917
1864,288186.75632413535
1865,326979.10707142577
